决策时刻,主玩家队伍,主玩家角色,主玩家位置X,主玩家位置Y,主玩家位置Z,主玩家武器偏航角,主玩家武器俯仰角,主玩家速度X,主玩家速度Y,主玩家速度Z,主玩家速度大小,主玩家相机X坐标,主玩家相机Y坐标,主玩家相机Z坐标,主玩家视野范围,主玩家开镜状态,主玩家Buff数量,当前已追踪玩家数量,敌方玩家数量,队友玩家数量,敌人平均距离,队友平均距离,10米内敌人数,20米内敌人数,10米内队友数,20米内队友数,最近敌人队伍,最近敌人角色,最近敌人距离,最近敌人相对位置X,最近敌人相对位置Y,最近敌人相对位置Z,最近敌人位置X,最近敌人位置Y,最近敌人位置Z,最近敌人武器偏航角,最近敌人武器俯仰角,最近敌人速度X,最近敌人速度Y,最近敌人速度Z,最近敌人速度大小,最近敌人相机X坐标,最近敌人相机Y坐标,最近敌人相机Z坐标,最近敌人视野范围,最近敌人开镜状态,最近敌人Buff数量,最近队友队伍,最近队友角色,最近队友距离,最近队友相对位置X,最近队友相对位置Y,最近队友相对位置Z,最近队友位置X,最近队友位置Y,最近队友位置Z,最近队友武器偏航角,最近队友武器俯仰角,最近队友速度X,最近队友速度Y,最近队友速度Z,最近队友速度大小,最近队友相机X坐标,最近队友相机Y坐标,最近队友相机Z坐标,最近队友视野范围,最近队友开镜状态,最近队友Buff数量,has_recent_enemy,has_recent_teammate,has_main_player_pose,主到敌人水平距离,主到敌人三维距离_重算,主到敌人高度差,主玩家朝向_敌人夹角,主玩家俯仰_敌人夹角,主到队友水平距离,主到队友三维距离_重算,主到队友高度差,主玩家朝向_队友夹角,主玩家俯仰_队友夹角,最近敌人距离_除以_敌人平均距离,最近队友距离_除以_队友平均距离,10米压力差_敌减队,20米压力差_敌减队,敌我数量差,敌我数量比,主玩家是否静止,最近敌人是否静止,最近队友是否静止,主敌速度差,主队速度差,主敌视野差,主玩家Buff数量_x_敌方玩家数量,主玩家Buff数量_x_10米内敌人数
20.0,4,露娜,6476.8,-219.4,-4649.2,223.3,357.1,0.4,1.3,-1.4,1.9519221295943134,6476.8,-218.8,-4649.2,120.0,1.0,3,16,13,2,248.52766551385236,29.29061051397848,0,0,0,1,5.0,威龙,33.963068177065686,0.3999999999996362,3.3000000000000114,-33.80000000000018,6477.2,-216.1,-4683.0,79.4,348.2,0.0,0.0,0.0,0.0,6477.2,-215.5,-4683.0,90.0,0.0,0,4.0,蝶,19.64306493396623,-19.600000000000364,0.5,1.199999999999818,6457.2,-218.9,-4648.0,245.0,0.7,0.2,0.0,-0.1,0.223606797749979,6456.9,-218.2,-4647.8,120.0,0.0,0,1,1,1,3.3241540277188997,33.963068177065686,-33.80000000000018,140.21122711901842,441.48315163917437,19.60637651377771,19.64306493396623,1.199999999999818,44.76131009088121,353.5976049598334,0.1366570925085709,0.6706266817003316,0,-1,11,4.333333333333333,0.0,1.0,1.0,1.9519221295943134,1.7283153318443345,30.0,39,0
20.0,7,银翼,3962.5,-250.3,-4555.5,109.9,0.0,0.0,0.0,0.0,0.0,3962.5,-249.7,-4555.5,90.0,1.0,10,19,17,1,289.0128404649603,3.623534186398442,0,0,1,1,3.0,银翼,155.2581398832282,-118.90000000000009,2.8000000000000114,99.80000000000018,3843.6,-247.5,-4455.7,140.9,0.0,0.0,0.0,0.0,0.0,3843.6,-246.8,-4455.7,90.0,0.0,8,7.0,银翼,3.623534186398442,1.699999999999818,0.0,-3.199999999999818,3964.2,-250.3,-4558.7,109.9,0.0,0.0,0.0,0.0,0.0,3964.2,-249.7,-4558.7,90.0,0.0,9,1,1,1,118.93296431183417,155.2581398832282,99.80000000000018,68.75097950752092,40.00095933766735,1.699999999999818,3.623534186398442,-3.199999999999818,109.89999999999998,62.02052561152105,0.5372015292934765,1.0,-1,-1,16,8.5,1.0,1.0,1.0,0.0,0.0,0.0,170,0
20.0,8,骇爪,3653.6,-247.3,-4421.8,297.4,317.9,0.0,0.0,0.0,0.0,3653.6,-246.7,-4421.8,99.0,1.0,0,19,5,2,234.35025186668764,1.6639410298050001,0,0,2,2,2.0,UNKNOWN_ROLE_50003,161.64795080668347,154.0999999999999,3.4000000000000057,48.69999999999982,3807.7,-243.9,-4373.1,184.7,316.4,0.1,0.0,0.0,0.1,3807.7,-243.2,-4373.1,100.0,0.0,0,8.0,比特,1.6278820596099148,-1.599999999999909,0.0,-0.3000000000001819,3652.0,-247.3,-4422.1,345.0,341.1,0.0,0.0,0.0,0.0,3652.0,-246.7,-4422.0,120.0,0.0,0,1,1,1,154.1375035479684,161.64795080668347,48.69999999999982,63.86394580769621,300.36598212019754,1.599999999999909,1.6278820596099148,-0.3000000000001819,117.39999999999998,328.519655276162,0.6897707577401642,0.9783291778078751,-2,-2,3,1.6666666666666667,1.0,1.0,1.0,-0.1,0.0,-1.0,0,0
20.0,6,无名,3382.1,-169.8,-7822.3,202.6,358.7,-1.2,0.0,0.4,1.2649110640673518,3382.1,-169.2,-7822.3,31.9,1.0,1,15,13,1,338.4102522082302,4.428317965096552,0,1,1,1,1.0,露娜,12.219247112649446,-10.699999999999818,0.10000000000002274,-5.899999999999636,3371.4,-169.7,-7828.2,297.7,347.9,2.3,0.0,-7.2,7.558438992278763,3371.4,-169.1,-7828.2,90.0,0.0,1,6.0,无名,4.428317965096552,-0.40000000000009095,-0.29999999999998295,-4.399999999999636,3381.7,-170.1,-7826.7,171.7,357.5,0.0,0.0,0.0,0.0,3381.8,-169.7,-7826.7,104.8,0.0,1,1,1,1,10.700467279516166,12.219247112649446,-5.899999999999636,23.135458985564668,387.5713661950664,0.5000000000000625,4.428317965096552,-4.399999999999636,14.269897645836181,442.2169263071014,0.03610779234055449,1.0,-1,0,12,6.5,0.0,0.0,1.0,-6.293527928211411,1.2649110640673518,-58.1,13,0
20.0,5,骇爪,4018.5,-139.1,-7544.6,173.0,2.0,-0.0,0.0,0.0,0.0,4018.5,-139.2,-7544.6,105.0,1.0,1,15,5,1,227.4819205404599,1.0099504938361983,0,0,1,1,1.0,红狼,190.3676968395631,-153.5999999999999,-16.099999999999994,-111.29999999999927,3864.9,-155.2,-7655.9,184.1,344.7,0.0,0.0,0.0,0.0,3864.9,-154.5,-7655.9,110.0,0.0,3,5.0,露娜,1.0099504938361983,0.09999999999990905,-0.09999999999999432,-1.0,4018.6,-139.2,-7545.6,124.0,8.7,0.0,0.0,0.0,0.0,4018.6,-139.2,-7545.6,84.0,0.0,1,1,1,1,154.44147758940917,190.3676968395631,-111.29999999999927,12.9837621058889,37.77883410439611,0.14142135623724117,1.0099504938361983,-1.0,141.99999999997556,83.95053302447545,0.8368475894140535,1.0,-1,-1,4,2.5,1.0,1.0,1.0,0.0,0.0,-5.0,5,0
20.0,8,骇爪,3598.3,-238.6,-4397.2,321.8,337.3,-1.2,-1.5,-3.2,3.7322915213043046,3598.3,-237.9,-4397.2,99.0,1.0,0,19,5,2,282.2680967303151,21.924345088712375,0,0,1,1,2.0,UNKNOWN_ROLE_50001,205.2949341800716,200.5999999999999,-4.700000000000017,43.399999999999636,3798.9,-243.3,-4353.8,339.8,334.0,0.0,0.0,0.0,0.0,3798.9,-242.6,-4353.8,120.0,0.0,3,8.0,红狼,8.257118141337065,6.699999999999818,-4.800000000000011,-0.5,3605.0,-243.4,-4397.7,51.3,354.2,4.7,0.0,5.5,7.234638899074369,3605.0,-242.7,-4397.7,95.0,0.0,0,1,1,1,200.6550522663209,205.2949341800716,43.399999999999636,36.85782201295103,325.09540569331807,8.24196578493248,8.257118141337065,-0.5,2.5815101607474844,340.771601801967,0.7273047735756504,0.3766186906804434,-1,-1,3,1.6666666666666667,0.0,1.0,0.0,3.7322915213043046,-3.5023473777700644,-21.0,0,0
20.0,5,蜂医,6763.8,-219.5,-4480.5,194.4,351.3,-3.7,0.0,-0.9,3.8078865529319543,6763.8,-218.9,-4480.5,120.0,1.0,0,18,8,2,90.50676517903977,28.98374124509609,0,1,1,1,3.0,威龙,14.649573372627612,14.0,-3.0999999999999943,3.0,6777.8,-222.6,-4477.5,297.8,0.3,0.0,0.0,0.0,0.0,6777.8,-222.0,-4477.5,100.0,0.0,8,5.0,露娜,2.701851217221091,-2.699999999999818,0.0,0.1000000000003638,6761.1,-219.5,-4480.4,182.0,346.4,-3.4,0.0,-0.1,3.4014702703389896,6761.1,-218.9,-4480.4,89.9,0.0,1,1,1,1,14.339107364128353,14.649573372627612,3.0,153.11453250914286,339.48313803198397,2.699999999999818,2.701851217221091,0.1000000000003638,14.400000000000006,349.1789036033307,0.16186163922274696,0.09321954658556135,-1,0,6,2.6666666666666665,0.0,1.0,0.0,3.8078865529319543,0.4064162825929647,20.0,0,0
20.0,8,骇爪,3669.9,-245.1,-4620.6,340.0,351.5,1.4,7.2,-0.5,7.351870510285121,3669.9,-244.5,-4620.6,99.0,1.0,0,19,7,2,292.9672271280815,13.365217793229458,0,0,1,1,3.0,银翼,180.48828216812274,100.5,-2.4000000000000057,-149.89999999999964,3770.4,-247.5,-4770.5,172.9,332.3,-3.1,-0.2,1.6,3.4942810419312296,3770.4,-246.9,-4770.5,90.0,0.0,0,8.0,红狼,5.499090833947291,-5.200000000000273,-1.5999999999999943,0.8000000000001819,3664.7,-246.7,-4619.8,36.7,351.1,0.2,0.0,0.2,0.28284271247461906,3664.7,-246.8,-4619.8,95.0,0.0,0,1,1,1,100.52865263197354,180.48828216812274,-149.89999999999964,18.632002587773627,407.65268861046275,5.440588203494436,5.499090833947291,0.8000000000001819,142.89727103094856,343.13500554645753,0.6160698721745268,0.41144790298389416,-1,-1,5,2.3333333333333335,0.0,0.0,1.0,3.857589468353891,7.069027797810501,9.0,0,0
19.95,8,骇爪,3597.9,-239.9,-4403.1,218.8,2.3,0.0,0.0,0.0,0.0,3597.9,-240.0,-4403.1,95.2,1.0,0,19,5,2,283.5880800487904,3.878575281942469,0,0,2,2,2.0,UNKNOWN_ROLE_50003,226.43385347602083,213.4000000000001,47.70000000000002,58.80000000000018,3811.3,-192.2,-4344.3,314.5,324.7,0.0,-14.1,-0.1,14.100354605470034,3811.3,-191.5,-4344.3,90.0,0.0,2,8.0,比特,2.4083189157585347,-1.599999999999909,0.0,1.800000000000182,3596.3,-239.9,-4401.3,296.7,342.3,0.0,0.0,0.0,0.0,3596.3,-240.0,-4401.3,95.2,0.0,0,1,1,1,218.66606961300613,226.43385347602083,58.80000000000018,153.799858986611,12.750985437431584,1.599999999999909,2.4083189157585347,1.800000000000182,38.80000000000001,46.0664606634343,0.7984604058007785,0.6209287536511087,-2,-2,3,1.6666666666666667,1.0,0.0,1.0,-14.100354605470034,0.0,5.200000000000003,0,0
20.0,7,银翼,3829.5,-248.0,-4576.0,199.4,355.9,0.0,0.0,0.0,0.0,3829.6,-247.5,-4576.0,110.0,1.0,0,19,13,1,215.05403452730368,3.24499614791754,0,0,1,1,5.0,疾风,85.28651710557794,-81.30000000000018,-4.900000000000006,-25.300000000000182,3748.2,-252.9,-4601.3,278.9,2.3,0.0,0.0,0.0,0.0,3748.2,-252.5,-4601.3,89.0,0.0,5,7.0,银翼,3.24499614791754,1.800000000000182,0.0,-2.699999999999818,3831.3,-248.0,-4578.7,47.8,358.0,0.0,0.0,0.0,0.0,3831.3,-248.1,-4578.7,77.3,0.0,1,1,1,1,81.44752912151498,85.28651710557794,-25.300000000000182,15.950921110467334,373.15633244063645,1.800000000000182,3.24499614791754,-2.699999999999818,160.60000000000002,412.2099324740157,0.3965818046289655,1.0,-1,-1,12,6.5,1.0,1.0,1.0,0.0,0.0,21.0,0,0
20.0,8,骇爪,3627.9,-245.2,-4716.3,141.7,354.6,0.0,0.0,0.0,0.0,3628.2,-244.5,-4716.1,99.0,1.0,0,19,8,2,389.24430566896535,1.9629265402682377,0,0,2,2,3.0,银翼,204.90897979346806,173.79999999999973,3.0,-108.5,3801.7,-242.2,-4824.8,244.5,8.5,0.0,0.0,0.0,0.0,3801.7,-242.2,-4824.8,110.0,0.0,1,8.0,比特,1.1401754250997362,-0.7000000000002728,0.0,0.9000000000005457,3627.2,-245.2,-4715.4,226.3,339.3,0.0,0.0,0.0,0.0,3627.2,-244.5,-4715.4,120.0,0.0,1,1,1,1,173.8258899013605,204.90897979346806,-108.5,140.7111031626605,386.571907213967,0.7000000000002728,1.1401754250997362,0.9000000000005457,38.30000000000001,302.4749836510922,0.526427687725081,0.580854862222164,-2,-2,6,2.6666666666666665,1.0,1.0,1.0,0.0,0.0,-11.0,0,0
19.95,7,银翼,3830.7,-247.7,-4575.1,169.8,352.7,0.0,0.0,0.0,0.0,3830.7,-247.1,-4575.1,110.0,1.0,0,19,13,1,210.65984817231927,3.414674215792424,0,0,1,1,5.0,骇爪,49.48878660868477,-44.899999999999636,0.6999999999999886,-20.799999999999272,3785.8,-247.0,-4595.9,166.2,349.1,-2.1,0.0,0.5,2.1587033144922905,3785.8,-246.4,-4595.9,100.0,0.0,0,7.0,银翼,3.414674215792424,0.1000000000003638,-0.30000000000001137,-3.399999999999636,3830.8,-248.0,-4578.5,149.9,356.7,0.0,0.0,0.0,0.0,3830.8,-248.1,-4578.5,88.4,0.0,0,1,1,1,44.90545623863505,49.48878660868477,-20.799999999999272,9.306819671812036,377.5533543735205,0.3162277660169638,3.414674215792424,-3.399999999999636,118.63494882298386,437.3863114695547,0.23492272987970186,1.0,-1,-1,12,6.5,1.0,0.0,1.0,-2.1587033144922905,0.0,10.0,0,0
20.0,8,骇爪,3651.3,-247.3,-4419.7,35.0,345.4,-2.1,0.0,3.0,3.661966684720111,3651.3,-246.7,-4419.7,99.0,1.0,0,20,6,2,229.41439046252353,2.268718246718028,0,0,2,2,5.0,骇爪,160.8866681860241,146.39999999999964,4.0,66.59999999999945,3797.7,-243.3,-4353.1,345.7,359.0,-0.7,0.0,0.2,0.7280109889280517,3797.7,-242.6,-4353.1,100.0,0.0,13,8.0,红狼,2.0615528128083893,0.7999999999997272,0.0,1.8999999999996362,3652.1,-247.3,-4417.8,137.1,342.3,-4.0,0.0,-0.1,4.001249804748512,3652.1,-246.7,-4417.8,95.0,0.0,0,1,1,1,146.45463461427192,160.8866681860241,66.59999999999945,33.434930914407744,320.94641260949174,0.7999999999997272,2.0615528128083893,1.8999999999996362,35.0,278.23365417791445,0.7012928346023093,0.9086861340277365,-2,-2,4,2.0,0.0,0.0,0.0,2.933955695792059,-0.339283120028401,-1.0,0,0
20.0,6,骇爪,6680.7,-207.1,-4757.8,236.2,326.0,0.0,-5.2,0.0,5.2,6680.7,-206.6,-4757.8,90.0,1.0,1,18,11,2,214.06889648695926,17.032761406119803,0,0,0,1,7.0,露娜,120.57499740825223,-116.80000000000018,-12.5,27.199999999999818,6563.9,-219.6,-4730.6,23.2,1.7,0.8,0.2,0.3,0.8774964387392122,6563.9,-219.0,-4730.6,48.5,0.0,0,6.0,蝶,13.026511428621813,11.400000000000546,0.19999999999998863,6.300000000000182,6692.1,-206.9,-4751.5,155.9,319.2,0.0,0.0,0.0,0.0,6692.1,-206.4,-4751.5,90.0,0.0,0,1,1,1,117.46697408207994,120.57499740825223,27.199999999999818,50.09142479058562,312.9626758451334,11.401754250991925,13.026511428621813,6.300000000000182,124.80508600525411,297.0773062353918,0.5632532300907969,0.7647915166557455,0,-1,9,3.6666666666666665,0.0,0.0,1.0,4.322503561260788,5.2,41.5,11,0
20.0,7,疾风,6562.1,-206.1,-4193.2,242.2,349.7,-4.2,0.0,-7.9,8.947066558375433,6562.1,-205.5,-4193.2,104.8,1.0,0,17,13,2,565.6285324662364,28.528620455174497,0,0,0,0,5.0,蜂医,368.9456328512375,-83.80000000000018,-19.0,-358.8000000000002,6478.3,-225.1,-4552.0,341.8,355.8,2.7,0.0,-1.8,3.2449961479175906,6478.3,-224.4,-4552.0,90.0,0.0,0,7.0,蜂医,24.86081253700265,2.5999999999994543,-1.0999999999999943,-24.699999999999818,6564.7,-207.2,-4217.9,304.5,354.1,2.1,0.0,-3.1,3.744329045369811,6564.7,-206.6,-4217.9,99.0,0.0,0,1,1,1,85.92694571553227,368.9456328512375,-358.8000000000002,49.42528916757783,426.2322113707814,2.8231188426981157,24.86081253700265,-24.699999999999818,94.86789956240602,433.179599019201,0.6522754982719347,0.871434094616146,0,0,11,4.333333333333333,0.0,0.0,0.0,5.702070410457842,5.202737513005621,14.799999999999997,0,0
20.0,2,威龙,3527.3,-166.6,-8001.2,0.1,357.2,3.7,0.0,0.0,3.7,3527.3,-166.0,-8001.2,90.0,1.0,9,13,11,1,340.9666983192456,2.1260291625472636,0,0,1,1,1.0,UNKNOWN_ROLE_50001,151.3193312171318,111.5,0.0,102.30000000000018,3638.8,-166.6,-7898.9,139.6,358.5,-1.3,0.0,-1.0,1.6401219466856727,3638.8,-165.9,-7898.9,104.2,0.0,0,2.0,蜂医,2.1260291625472636,-1.400000000000091,0.0,-1.6000000000003638,3525.9,-166.6,-8002.8,9.6,355.1,9.0,0.0,-1.6,9.14111590562115,3525.9,-166.0,-8002.8,100.0,0.0,0,1,1,1,111.5,151.3193312171318,102.30000000000018,0.09999999999999432,314.6639671820263,1.400000000000091,2.1260291625472636,-1.6000000000003638,179.9,406.01407483429495,0.4437950449795897,1.0,-1,-1,10,5.5,0.0,0.0,0.0,2.0598780533143275,-5.44111590562115,-14.200000000000003,99,0
20.0,4,威龙,6547.9,-225.1,-4683.5,307.8,24.8,5.1,0.0,-6.6,8.340863264674706,6547.9,-224.5,-4683.5,104.8,1.0,11,16,5,2,123.56687389323338,76.8103994799105,0,1,0,0,1.0,疾风,19.097120201747575,13.5,4.599999999999994,-12.699999999999818,6561.4,-220.5,-4696.2,123.4,356.4,0.0,3.5,0.0,3.5,6561.4,-219.8,-4696.2,77.3,0.0,1,4.0,露娜,49.69144795636328,-24.199999999999818,-0.20000000000001705,43.399999999999636,6523.7,-225.3,-4640.1,61.0,351.3,0.7,-0.1,3.9,3.9635842365212826,6523.7,-224.7,-4640.1,120.0,0.0,2,1,1,1,14.262187770464948,19.097120201747575,-12.699999999999818,71.01606812094309,66.48399282423905,24.200826432169443,49.69144795636328,43.399999999999636,127.32649194126498,36.0549690611668,0.15454886572794774,0.6469364603338628,0,1,3,1.6666666666666667,0.0,0.0,0.0,4.840863264674706,4.377279028153423,27.5,55,0
20.0,8,骇爪,3650.8,-247.3,-4419.2,76.2,345.0,-4.0,0.0,2.6,4.770744176750625,3650.8,-246.7,-4419.2,99.0,1.0,0,20,6,2,229.72720988624553,2.1703246369354843,0,0,2,2,5.0,骇爪,161.13602949061337,146.89999999999964,4.0,66.09999999999945,3797.7,-243.3,-4353.1,345.7,359.0,-0.7,0.0,0.2,0.7280109889280517,3797.7,-242.6,-4353.1,100.0,0.0,13,8.0,红狼,1.7464249196567252,0.6999999999998181,0.0,1.5999999999994543,3651.5,-247.3,-4417.6,253.7,345.4,-1.1,0.0,-0.1,1.104536101718726,3651.5,-246.7,-4417.6,95.0,0.0,0,1,1,1,146.95444872476605,161.13602949061337,66.09999999999945,74.64025526654973,320.78182084567635,0.6999999999998181,1.7464249196567252,1.5999999999994543,76.19999999999999,278.6293777306585,0.7014233515063514,0.8046837279250035,-2,-2,4,2.0,0.0,0.0,0.0,4.042733187822574,3.666208075031899,-1.0,0,0
20.0,4,银翼,6956.8,-229.1,-4585.3,327.0,5.0,0.0,0.0,0.0,0.0,6956.8,-229.1,-4585.3,100.1,1.0,0,16,13,2,292.85242728720766,139.95694478703535,0,0,0,0,3.0,蜂医,24.120116085956393,17.300000000000182,0.5,-16.800000000000182,6974.1,-228.6,-4602.1,236.7,344.8,-0.8,0.0,-3.6,3.687817782917155,6974.1,-228.0,-4602.1,90.6,0.0,0,4.0,比特,136.4060849082619,-135.69999999999982,1.299999999999983,13.800000000000182,6821.1,-227.8,-4571.5,112.3,8.0,0.0,0.0,-0.2,0.2,6821.1,-227.4,-4571.5,100.0,0.0,0,1,1,1,17.307223925286408,24.120116085956393,-16.800000000000182,34.655486539119295,49.14799140208463,135.70622682839556,136.4060849082619,13.800000000000182,147.54887424372396,0.8064622866365436,0.08236269820055545,0.9746289125975378,0,0,11,4.333333333333333,1.0,0.0,1.0,-3.687817782917155,-0.2,9.5,0,0
20.0,2,威龙,6650.5,-198.7,-4589.7,39.0,357.5,0.2,0.0,-0.3,0.36055512754639896,6650.3,-198.1,-4589.4,120.0,1.0,0,16,10,2,171.50162260994105,9.754513029696572,0,0,1,2,1.0,威龙,34.564866555506676,11.199999999999818,0.0,32.69999999999982,6661.7,-198.7,-4557.0,254.8,1.4,0.6,0.0,-6.9,6.926037828369118,6661.7,-198.0,-4557.0,90.0,0.0,7,2.0,疾风,6.100819617068228,-6.100000000000364,0.0,-0.1000000000003638,6644.4,-198.7,-4589.8,25.5,0.0,0.0,5.2,0.0,5.2,6644.4,-198.0,-4589.8,93.9,0.0,0,1,1,1,11.199999999999818,34.564866555506676,32.69999999999982,39.0,286.4067240852528,6.100000000000364,6.100819617068228,-0.1000000000003638,141.0,358.4391909457389,0.201542504551809,0.6254355905307559,-1,-2,8,3.3333333333333335,1.0,0.0,0.0,-6.565482700822719,-4.839444872453601,30.0,0,0
20.0,3,骇爪,3768.5,-233.4,-4347.6,124.6,328.3,0.0,0.0,0.0,0.0,3768.5,-233.0,-4347.6,110.0,1.0,0,20,14,2,213.190281209942,12.198986921530512,0,0,1,2,6.0,红狼,55.013180238921,43.90000000000009,3.200000000000017,33.0,3812.4,-230.2,-4314.6,325.2,1.6,0.0,0.0,0.0,0.0,3812.4,-229.6,-4314.6,115.0,0.0,0,3.0,蝶,9.215747392372112,0.5,-0.19999999999998863,9.200000000000728,3769.0,-233.6,-4338.4,277.8,359.7,0.0,0.0,0.0,0.0,3769.0,-233.7,-4338.4,120.0,0.0,0,1,1,1,44.01647418864905,55.013180238921,33.0,120.43091581134325,291.4403969942565,0.5385164807134462,9.215747392372112,9.200000000000728,146.40140948635064,241.64995161725187,0.2580473177609163,0.755451862654828,-1,-2,12,4.666666666666667,1.0,1.0,1.0,0.0,0.0,-5.0,0,0
20.0,6,骇爪,6665.5,-206.8,-4757.8,251.8,301.4,0.0,0.0,0.0,0.0,6665.5,-206.2,-4757.8,90.0,1.0,0,18,10,2,196.1113601287073,19.423388841319678,0,0,1,1,7.0,疾风,78.79016436078855,21.699999999999818,-7.199999999999989,75.40000000000055,6687.2,-214.0,-4682.4,137.4,353.1,-2.8,0.0,2.6,3.82099463490856,6687.2,-213.4,-4682.4,94.0,0.0,1,6.0,疾风,2.7294688127910027,-2.399999999999636,0.0,1.300000000000182,6663.1,-206.8,-4756.5,280.4,335.2,0.0,0.0,0.0,0.0,6663.1,-206.2,-4756.5,90.0,0.0,0,1,1,1,22.863289352146857,78.79016436078855,75.40000000000055,89.84429840111216,228.26870185771708,2.399999999999636,2.7294688127910027,1.300000000000182,71.80000000000001,272.95707137562965,0.4017623676113347,0.14052485048255642,-1,-1,8,3.3333333333333335,1.0,0.0,1.0,-3.82099463490856,0.0,-4.0,0,0
20.0,3,骇爪,3717.2,-160.4,-7577.8,95.1,351.6,-0.3,0.8,3.0,3.1192947920964444,3717.2,-159.8,-7577.8,120.0,1.0,3,13,11,1,308.3631239199268,26.12776301178493,0,0,0,0,6.0,蜂医,50.469594807170886,42.100000000000364,-4.900000000000006,-27.399999999999636,3759.3,-165.3,-7605.2,159.6,1.0,0.0,0.0,0.0,0.0,3759.3,-164.7,-7605.2,77.3,0.0,4,3.0,蜂医,26.12776301178493,7.100000000000364,-8.400000000000006,-23.699999999999818,3724.3,-168.8,-7601.5,345.6,4.5,2.5,0.0,0.2,2.5079872407968904,3724.3,-168.2,-7601.1,90.0,0.0,5,1,1,1,42.384195167538934,50.469594807170886,-27.399999999999636,101.73876006742597,384.48135050114774,10.99863627910321,26.12776301178493,-23.699999999999818,144.89423206662917,416.7050471410066,0.16366935892203638,1.0,0,0,10,5.5,0.0,1.0,0.0,3.1192947920964444,0.611307551299554,42.7,33,0
20.0,4,威龙,6514.4,-223.9,-4587.6,259.6,357.5,-1.8,-0.2,-2.8,3.334666400106613,6514.4,-223.3,-4587.6,104.8,1.0,2,16,5,2,183.77204711607865,77.33866326121054,0,0,0,0,3.0,蜂医,84.84562451888674,-61.5,4.200000000000017,-58.29999999999927,6452.9,-219.7,-4645.9,98.2,354.0,-0.8,0.0,4.6,4.6690470119715,6452.9,-219.0,-4645.9,90.0,0.0,0,4.0,露娜,21.332135383032107,14.100000000000364,0.5,16.0,6528.5,-223.4,-4571.6,202.7,355.0,-7.4,-0.6,-0.2,7.426977851050857,6528.5,-222.7,-4571.6,120.0,0.0,2,1,1,1,61.643247805416614,84.84562451888674,-58.29999999999927,83.50681638410344,400.9033748684939,14.108862463005664,21.332135383032107,16.0,102.43091423685303,308.90597360367616,0.46168949984702756,0.27582756778434403,0,0,3,1.6666666666666667,0.0,0.0,0.0,-1.334380611864887,-4.092311450944244,14.799999999999997,10,0
19.95,4,露娜,6957.8,-226.3,-4724.7,301.3,359.4,-4.1,0.0,1.3,4.301162633521313,6957.8,-225.7,-4724.7,90.0,1.0,0,16,8,1,305.7018188118283,23.30364778312568,0,1,0,0,1.0,蜂医,16.325133996386892,3.699999999999818,-0.09999999999999432,15.899999999999636,6961.5,-226.4,-4708.8,153.4,359.3,-1.9,0.0,-0.6,1.9924858845171274,6961.5,-226.0,-4708.8,114.6,0.0,0,4.0,蜂医,23.30364778312568,-18.699999999999818,2.9000000000000057,13.599999999999454,6939.1,-223.4,-4711.1,278.2,343.0,0.0,0.0,-0.3,0.3,6939.1,-222.8,-4711.1,84.0,0.0,0,1,1,1,3.7013511046641674,16.325133996386892,15.899999999999636,57.15184230102204,282.50446160822685,18.92353032602514,23.30364778312568,13.599999999999454,130.11522102322328,323.6958788995654,0.05340214873381459,1.0,0,1,7,4.0,0.0,0.0,1.0,2.308676749004186,4.0011626335213135,-24.599999999999994,0,0
20.0,1,露娜,6605.2,-206.8,-4165.0,206.6,358.2,0.3,0.0,-0.6,0.6708203932499369,6605.2,-206.1,-4165.0,90.0,1.0,0,18,0,2,155.5869210338427,7.063329569546163,0,0,2,2,4.0,MISSING,29.460397144899385,0.6000000000000227,0.0,-0.4000000000005457,3783.2,-198.7,-4510.8,166.4,349.1,0.0,0.0,0.0,1.0295630140987,3783.2,-198.0,-4510.8,90.0,0.0,0,1.0,蛊,6.034069936618236,4.0,0.4000000000000057,-4.5,6609.2,-206.4,-4169.5,180.6,0.2,0.0,0.0,0.0,0.0,6609.2,-206.0,-4169.1,33.4,0.0,0,1,1,1,13.793114224133692,25.09342543376652,-0.4000000000005457,63.69999999999999,321.9144148448269,4.019950248448357,6.034069936618236,-4.5,159.11059313749973,406.4248749114427,0.2036030818756888,0.8542812390680987,-2,-2,-2,0.0,0.0,0.0,1.0,0.11973473589822986,0.6708203932499369,0.0,0,0
20.0,4,UNKNOWN_ROLE_30008,3817.8,-246.0,-4629.2,225.2,345.1,-0.1,0.0,-0.2,0.223606797749979,3817.8,-245.4,-4629.2,120.0,1.0,1,20,13,2,158.46318332367886,7.344934360054651,0,3,1,2,5.0,无名,11.799576263578068,-5.100000000000364,-6.900000000000006,8.099999999999454,3812.7,-252.9,-4621.1,60.6,358.0,1.9,0.0,-1.1,2.195449840010015,3812.7,-252.5,-4621.1,90.8,0.0,0,4.0,骇爪,3.125699921618133,-0.6000000000003638,-1.0,-2.9000000000005457,3817.2,-247.0,-4632.1,171.0,0.3,0.0,0.0,0.0,0.0,3817.2,-246.4,-4632.5,120.0,0.0,0,1,1,1,8.580209787645275,11.799576263578068,8.099999999999454,8.330765609946184,301.7490437997825,1.1661903789692474,3.125699921618133,-2.9000000000005457,13.836243467911117,413.19323340645974,0.07446257241643384,0.4255585915943945,-1,1,11,4.333333333333333,1.0,0.0,1.0,-1.971843042260036,0.223606797749979,29.200000000000003,13,0
